epoch,loss,lr,val_loss
51,0.00072722472804081107,3.90184e-05,0.00079827054264023896
52,0.00072712769949187831,3.90184e-05,0.00079854960273951288
53,0.00072685181132207315,2.60123e-05,0.00079821395687758919
54,0.00072677374258637423,2.60123e-05,0.00079811700154095886
55,0.00072670452358822031,2.60123e-05,0.0007981953676789999
56,0.00072658380327953235,2.60123e-05,0.00079802634753286833
57,0.00072653888103862605,2.60123e-05,0.00079796550981700424
58,0.0007263626543184121,1.73415e-05,0.00079795609321445227
59,0.00072635926156201292,1.73415e-05,0.00079795932630077004
60,0.00072631265067805843,1.73415e-05,0.00079789336491376157
61,0.00072625318992262087,1.73415e-05,0.00079795989440754054
62,0.00072620011488389643,1.73415e-05,0.0007980438591912389
63,0.00072607190317163861,1.1561e-05,0.00079773022327572112
64,0.00072600387005756302,1.1561e-05,0.00079769044835120435
65,0.00072596099532933696,1.1561e-05,0.00079766925564035771
66,0.00072593369138323593,1.1561e-05,0.00079771978780627249
67,0.0007259148778393865,1.1561e-05,0.00079767940845340492
68,0.00072580473171547058,7.70735e-06,0.00079765346134081478
69,0.0007257867112445335,7.70735e-06,0.00079765385668724778
70,0.00072577160467497172,7.70735e-06,0.00079756422108039255
71,0.00072576251269007726,7.70735e-06,0.00079757816996425389
72,0.00072571012222518523,7.70735e-06,0.0007975637009367347
73,0.00072565862401905985,5.13823e-06,0.00079752673767507077
74,0.00072564496425911787,5.13823e-06,0.00079748060274869204
75,0.00072561639185167025,5.13823e-06,0.00079747536312788721
76,0.00072560829912415804,5.13823e-06,0.00079749952163547279
77,0.00072557963410185443,5.13823e-06,0.0007974023390561342
78,0.00072553952762650117,3.42549e-06,0.00079745241953060029
79,0.00072552969296359356,3.42549e-06,0.00079739109985530376
80,0.00072551566072636179,3.42549e-06,0.00079743600497022269
81,0.00072550369923313456,3.42549e-06,0.000797417379450053
82,0.0007254977201422056,3.42549e-06,0.00079745362419635058
83,0.00072546620558326441,2.28366e-06,0.00079738147370517253
84,0.00072545800275272796,2.28366e-06,0.00079742694739252332
85,0.0007254475254772438,2.28366e-06,0.00079737151134759183
86,0.00072543762003382051,2.28366e-06,0.00079735402762889864
87,0.00072543622993139758,2.28366e-06,0.00079739515762776133
88,0.00072541753006064231,1.52244e-06,0.00079739790130406614
89,0.0007254053852520883,1.52244e-06,0.00079736558161675928
90,0.0007254053132815494,1.52244e-06,0.00079736166819930081
91,0.00072539445287030601,1.52244e-06,0.0007973520350642502
92,0.00072539909132238894,1.52244e-06,0.00079734695423394446
93,0.00072537732584815882,1.01496e-06,0.00079736354295164343
94,0.00072537618120097449,1.01496e-06,0.00079734516050666566
95,0.0007253709810578989,1.01496e-06,0.00079733609221875666
96,0.00072536714535413518,1.01496e-06,0.00079734542779624459
97,0.0007253611626931363,1.01496e-06,0.00079734682338312263
98,0.0007253517200135522,6.7664e-07,0.00079735626140609386
99,0.00072535387581835196,6.7664e-07,0.00079734775656834249
