epoch,loss,lr,val_loss
0,0.0091133747471289495,0.001,0.0014218999492004514
1,0.0011912050661113528,0.001,0.0011813220502808689
2,0.0010903183279765978,0.001,0.0011366768814623355
3,0.0010594506414814129,0.001,0.0011156531171873211
4,0.0010287923643158541,0.001,0.001082449103705585
5,0.0010081602016256915,0.001,0.0010783372791483999
6,0.00099820961441016869,0.001,0.001058771463111043
7,0.00098876002348131605,0.001,0.0010534123284742236
8,0.00098255149440632916,0.001,0.0010479632336646318
9,0.00097851337394159695,0.001,0.0010421793041750789
10,0.00097256371829037864,0.001,0.001036801440641284
11,0.00096856504016452362,0.001,0.0010426871944218875
12,0.00096505146928959425,0.000666667,0.0010297221448272466
13,0.00096206612067504063,0.000666667,0.0010276280958205462
14,0.00096043710364028816,0.000666667,0.0010247599445283413
15,0.00095766842210044461,0.000666667,0.0010239338669925928
16,0.00095626709956882726,0.000666667,0.0010207096599042416
17,0.000953639570882337,0.000444444,0.0010193357951939106
18,0.00095227736172576747,0.000444444,0.0010195478908717633
19,0.0009510315808778008,0.000444444,0.0010182644352316856
20,0.00094985124592979751,0.000444444,0.0010191943850368262
21,0.00094908404164016245,0.000444444,0.0010151277566328644
22,0.00094725552015006542,0.000296296,0.0010146039305254817
23,0.00094652347240803967,0.000296296,0.0010131415389478206
24,0.00094608696048251455,0.000296296,0.0010129360798746348
25,0.00094537766753799381,0.000296296,0.0010119025446474552
26,0.00094445734853959747,0.000296296,0.0010111359702423214
27,0.000943619895622962,0.000197531,0.0010105192987248301
28,0.00094320931834065253,0.000197531,0.0010101557131856681
29,0.00094255701633584165,0.000197531,0.0010092094279825687
30,0.00094204217599083977,0.000197531,0.0010088525451719761
31,0.00094128238533933953,0.000197531,0.0010101344529539348
32,0.00094089314817554425,0.000131687,0.0010076579004526139
33,0.00094038897902808257,0.000131687,0.0010076138004660607
34,0.00093995835052596195,0.000131687,0.0010076681813225149
35,0.00093971638278000881,0.000131687,0.0010065080123022199
36,0.0009392758570094075,0.000131687,0.0010068148151040077
37,0.0009388545353172554,8.77915e-05,0.0010071135126054286
38,0.00093876446866326859,8.77915e-05,0.0010056608971208334
39,0.00093826096856759657,8.77915e-05,0.0010055148452520371
40,0.00093812070869737202,8.77915e-05,0.0010050198640674352
41,0.00093769158961044417,8.77915e-05,0.0010053327530622483
42,0.00093754997813246313,5.85277e-05,0.00100443968269974
43,0.00093715639640059732,5.85277e-05,0.0010042753210291267
44,0.00093695618812408713,5.85277e-05,0.0010039726262912154
45,0.00093680878738976192,5.85277e-05,0.0010040212031453848
46,0.00093651881534606216,5.85277e-05,0.0010035938732326031
47,0.00093626146240987707,3.90184e-05,0.0010034893080592155
48,0.00093610662998010717,3.90184e-05,0.0010031222077086569
49,0.00093599334659261841,3.90184e-05,0.0010030585527420043
