epoch,loss,lr,val_loss
0,0.048137865659263396,0.001,0.018547730579972267
1,0.014259514233304394,0.001,0.012492062099277973
2,0.012125787251525456,0.001,0.011744809605181218
3,0.011421510692271921,0.001,0.011093693740665912
4,0.011003098184035885,0.001,0.010796674452722073
5,0.010701581583254868,0.001,0.010825691387057305
6,0.011059693781865968,0.001,0.010312707230448723
7,0.010242517989542749,0.001,0.010151611745357513
8,0.010155466169118881,0.001,0.01091789885610342
9,0.0099904434134562813,0.001,0.0097542993724346154
10,0.0096314521224962341,0.001,0.0094766797423362741
11,0.0093483571368787027,0.001,0.0091776337549090391
12,0.0089480281273523962,0.001,0.0087863943129777907
13,0.0087043913048174652,0.001,0.0088187494501471512
14,0.0086054946589801048,0.001,0.0085253781974315643
15,0.0083903431619207058,0.001,0.0083316586017608638
16,0.0083615516093042165,0.001,0.0082501031458377845
17,0.0082317524866925354,0.001,0.0082513933703303333
18,0.0081464224971003005,0.001,0.0080900725573301319
19,0.0081026450205180373,0.001,0.0085060552805662163
20,0.0080398781531386913,0.001,0.0080713064819574361
21,0.0080323358426491413,0.001,0.0089723719283938408
22,0.0094416409850948384,0.001,0.0080596158429980282
23,0.0078999335654079909,0.001,0.0079176775664091103
24,0.0078269621307651208,0.001,0.0078715705275535577
25,0.007798531964421272,0.001,0.0078291864916682236
26,0.0077826893039875562,0.001,0.0078306130468845363
27,0.0077597812968823645,0.001,0.0078182803913950921
28,0.0077237507407036093,0.001,0.0077956830486655233
29,0.007782673776977592,0.001,0.0078579531908035283
30,0.0077866175894935928,0.001,0.0084866260290145882
31,0.0077414029455847213,0.001,0.0077204928621649746
32,0.0076726810352669818,0.001,0.0080124536752700804
33,0.0076624319396085211,0.001,0.0077073464915156367
34,0.0076738947530587513,0.001,0.0079673763141036042
35,0.0075824839692148899,0.000666667,0.0076295499354600907
36,0.007526164650917053,0.000666667,0.0076225660741329193
37,0.0075209608342912465,0.000666667,0.0075804434716701509
38,0.0075096534854835932,0.000666667,0.0075741057842969896
39,0.0075088574294414788,0.000666667,0.0075696952268481258
40,0.0074929202782611053,0.000666667,0.0075625477135181423
41,0.0074825541563332083,0.000666667,0.0075478763580322265
42,0.0074330337660180202,0.000444444,0.0075191653147339823
43,0.0074292405876848436,0.000444444,0.0074962601363658902
44,0.0074157789150873822,0.000444444,0.0074988267645239833
45,0.0074051572390728525,0.000444444,0.0074771870970726014
46,0.007400855484935972,0.000444444,0.007464622564613819
47,0.0073872717892130213,0.000444444,0.0074943829998373986
48,0.0073851190317008233,0.000444444,0.0074487545490264893
49,0.0073494838517573144,0.000296296,0.0074349707812070851
